adjusted_appropriation,fund_no,dept_no,activity_code,object_code,sub_object_code,account_description,department
9986,5311,330,430630,530,000,RENT,"Public Works, Mobility, & Infrastructure"
0,5311,330,430630,660,000,LEASE PAYMENTS - INTEREST,"Public Works, Mobility, & Infrastructure"
0,5311,330,430630,835,000,LEASE AMORTIZATION EXPENSE,"Public Works, Mobility, & Infrastructure"
23000,5311,330,430630,940,000,MACHINERY & EQUIPMENT,"Public Works, Mobility, & Infrastructure"
62500,5311,330,430631,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
125000,5311,330,430631,930,202,N RUSSELL MAIN REPLACEMENT,"Public Works, Mobility, & Infrastructure"
6000,5311,330,430633,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
1771837,5311,330,430637,930,211,MOMONT #2,"Public Works, Mobility, & Infrastructure"
1283549,5311,330,430637,930,212,KELLY ISLAND LS IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
201000,5311,330,430637,930,221,FT MISSOULA LIFT STATION,"Public Works, Mobility, & Infrastructure"
72000,5311,330,430639,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
851016,5311,330,430640,110,000,SALARIES AND WAGES,"Public Works, Mobility, & Infrastructure"
40120,5311,330,430640,120,000,OVERTIME,"Public Works, Mobility, & Infrastructure"
18082,5311,330,430640,130,000,OTHER,"Public Works, Mobility, & Infrastructure"
326929,5311,330,430640,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
876,5311,330,430640,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
1073,5311,330,430640,210,000,OFFICE SUPPLIES,"Public Works, Mobility, & Infrastructure"
337597,5311,330,430640,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
103305,5311,330,430640,230,000,REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
0,5311,330,430640,231,000,GASOLINE,"Public Works, Mobility, & Infrastructure"
4000,5311,330,430640,235,000,VEHICLE REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
2000,5311,330,430640,240,000,OTHER SUPPLIES,"Public Works, Mobility, & Infrastructure"
935,5311,330,430640,310,000,COMMUNICATIONS,"Public Works, Mobility, & Infrastructure"
0,5311,330,430640,320,000,PRINTING & DUPLICATING,"Public Works, Mobility, & Infrastructure"
982,5311,330,430640,330,000,PUBLICITY SUBSCRIPTIONS & DUES,"Public Works, Mobility, & Infrastructure"
650662,5311,330,430640,341,000,ELECTRICITY & NATURAL GAS,"Public Works, Mobility, & Infrastructure"
3414,5311,330,430640,343,000,WATER CHARGES,"Public Works, Mobility, & Infrastructure"
5403,5311,330,430640,344,000,TELEPHONE SERVICE,"Public Works, Mobility, & Infrastructure"
38050,5311,330,430640,345,000,GARBAGE,"Public Works, Mobility, & Infrastructure"
50000,5311,330,430640,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
459898,5311,330,430640,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
2500,5311,330,430640,370,000,TRAVEL,"Public Works, Mobility, & Infrastructure"
2500,5311,330,430640,380,000,TRAINING,"Public Works, Mobility, & Infrastructure"
2350,5311,330,430640,500,000,FIXED CHARGES,"Public Works, Mobility, & Infrastructure"
2002,5311,330,430640,530,000,RENT,"Public Works, Mobility, & Infrastructure"
60000,5311,330,430640,910,000,LAND,"Public Works, Mobility, & Infrastructure"
0,5311,330,430641,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
1787000,5311,330,430643,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
428260,5311,330,430643,930,241,RAS VALVE REPLACEMENT PROJECT,"Public Works, Mobility, & Infrastructure"
489664,5311,330,430649,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
0,5311,330,430649,930,231,POPLAR FARM CONVERSION,"Public Works, Mobility, & Infrastructure"
260413,5311,330,430650,110,000,SALARIES AND WAGES,"Public Works, Mobility, & Infrastructure"
0,5311,330,430650,120,000,OVERTIME,"Public Works, Mobility, & Infrastructure"
89860,5311,330,430650,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
250,5311,330,430650,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
19982,5311,330,430650,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
2628,5311,330,430650,230,000,REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
0,5311,330,430650,235,000,VEHICLE REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
1025,5311,330,430650,310,000,COMMUNICATIONS,"Public Works, Mobility, & Infrastructure"
225,5311,330,430650,320,000,PRINTING & DUPLICATING,"Public Works, Mobility, & Infrastructure"
765,5311,330,430650,330,000,PUBLICITY SUBSCRIPTIONS & DUES,"Public Works, Mobility, & Infrastructure"
14967,5311,330,430650,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
12141,5311,330,430650,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
2000,5311,330,430650,370,000,TRAVEL,"Public Works, Mobility, & Infrastructure"
1817,5311,330,430650,380,000,TRAINING,"Public Works, Mobility, & Infrastructure"
10000,5311,330,430650,700,000,GRANTS & CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
473415,5311,330,430660,110,000,SALARIES AND WAGES,"Public Works, Mobility, & Infrastructure"
8840,5311,330,430660,120,000,OVERTIME,"Public Works, Mobility, & Infrastructure"
185417,5311,330,430660,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
465,5311,330,430660,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
500,5311,330,430660,210,000,OFFICE SUPPLIES,"Public Works, Mobility, & Infrastructure"
78965,5311,330,430660,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
25394,5311,330,430660,230,000,REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
119686,5311,330,430660,231,000,GASOLINE,"Public Works, Mobility, & Infrastructure"
152452,5311,330,430660,235,000,VEHICLE REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
2045,5311,330,430660,240,000,OTHER SUPPLIES,"Public Works, Mobility, & Infrastructure"
0,5311,330,430660,250,000,SUPPLIES FOR RESALE,"Public Works, Mobility, & Infrastructure"
1759,5311,330,430660,310,000,COMMUNICATIONS,"Public Works, Mobility, & Infrastructure"
1357,5311,330,430660,320,000,PRINTING & DUPLICATING,"Public Works, Mobility, & Infrastructure"
20272,5311,330,430660,330,000,PUBLICITY SUBSCRIPTIONS & DUES,"Public Works, Mobility, & Infrastructure"
11896,5311,330,430660,341,000,ELECTRICITY & NATURAL GAS,"Public Works, Mobility, & Infrastructure"
1439,5311,330,430660,344,000,TELEPHONE SERVICE,"Public Works, Mobility, & Infrastructure"
4183,5311,330,430660,345,000,GARBAGE,"Public Works, Mobility, & Infrastructure"
21088,5311,330,430660,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
20598,5311,330,430660,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
2500,5311,330,430660,370,000,TRAVEL,"Public Works, Mobility, & Infrastructure"
2500,5311,330,430660,380,000,TRAINING,"Public Works, Mobility, & Infrastructure"
4000,5311,330,430660,500,000,FIXED CHARGES,"Public Works, Mobility, & Infrastructure"
0,5311,330,430660,530,000,RENT,"Public Works, Mobility, & Infrastructure"
294720,5311,330,430660,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
22336,5311,330,430669,930,000,COMPOST MISC. IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
0,5311,330,430691,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
50241,5311,330,430691,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
75000,5311,330,430691,930,000,MISC. SEWER REPARIS R&D,"Public Works, Mobility, & Infrastructure"
50241,5311,330,430693,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
135000,5311,330,430693,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
50000,5311,330,430699,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
7451,5311,330,439000,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
25000,5311,330,439000,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
750000,5311,330,439001,930,231,COMPOST PHASE II,"Public Works, Mobility, & Infrastructure"
1039350,5311,330,490200,610,000,PRINCIPAL,"Public Works, Mobility, & Infrastructure"
618114,5311,330,490200,620,000,INTEREST / SERVICE FEES,"Public Works, Mobility, & Infrastructure"
117348,5311,330,490502,610,000,PRINCIPAL,"Public Works, Mobility, & Infrastructure"
15722,5311,330,490502,620,000,INTEREST / SERVICE FEES,"Public Works, Mobility, & Infrastructure"
0,5311,330,490506,610,000,PRINCIPAL,"Public Works, Mobility, & Infrastructure"
0,5311,330,490506,620,000,INTEREST / SERVICE FEES,"Public Works, Mobility, & Infrastructure"
224673,5311,330,490508,610,000,PRINCIPAL,"Public Works, Mobility, & Infrastructure"
46411,5311,330,490508,620,000,INTEREST / SERVICE FEES,"Public Works, Mobility, & Infrastructure"
0,5311,330,510000,900,000,ASSET DISPOSAL EXPENSE,"Public Works, Mobility, & Infrastructure"
45000,5311,330,510110,550,000,MERCHANT SERVICE FEES,"Public Works, Mobility, & Infrastructure"
0,5311,330,510400,830,000,DEPRECIATION,"Public Works, Mobility, & Infrastructure"
816363,5325,330,430631,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
432492,5450,334,430210,110,000,SALARIES AND WAGES,Transfers
0,5450,334,430210,120,000,OVERTIME,Transfers
0,5450,334,430210,135,000,OPEB EXPENSE,Transfers
148489,5450,334,430210,140,000,EMPLOYER CONTRIBUTIONS,Transfers
417,5450,334,430210,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
0,5450,334,430210,145,000,OPEB CONTRIBUTION,Transfers
0,5450,334,430210,190,000,PENSION EXPENSE,Transfers
10000,5450,334,430210,210,000,OFFICE SUPPLIES,Transfers
2500,5450,334,430210,220,000,OPERATING SUPPLIES,Transfers
0,5450,334,430210,230,000,REPAIR/MAINTENANCE,Transfers
1630,5450,334,430210,231,000,GASOLINE,Transfers
0,5450,334,430210,235,000,VEHICLE REPAIR/MAINTENANCE,Transfers
15000,5450,334,430210,310,000,COMMUNICATIONS,Transfers
500,5450,334,430210,320,000,PRINTING & DUPLICATING,Transfers
2603,5450,334,430210,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
4200,5450,334,430210,341,000,ELECTRICITY & NATURAL GAS,Transfers
330,5450,334,430210,343,000,WATER CHARGES,Transfers
3460,5450,334,430210,344,000,TELEPHONE SERVICE,Transfers
250,5450,334,430210,345,000,GARBAGE,Transfers
54322,5450,334,430210,350,000,PROFESSIONAL SERVICES,Transfers
18241,5450,334,430210,360,000,REPAIR & MAINTENANCE,Transfers
1880,5450,334,430210,370,000,TRAVEL,Transfers
10800,5450,334,430210,380,000,TRAINING,Transfers
13800,5450,334,430210,390,000,OTHER PURCHASEDSERVICES PUBLIC OUTREACH,Transfers
39837,5450,334,430210,500,000,FIXED CHARGES,Transfers
5000,5450,334,430210,510,000,INSURANCE,Transfers
2850,5450,334,430210,530,000,RENT/ LEASES,Transfers
2500,5450,334,430210,550,000,MERCHANT SERVICE FEES,Transfers
67213,5450,334,430210,610,000,PRINCIPAL,Transfers
46235,5450,334,430210,620,000,INTEREST / SERVICE FEES,Transfers
0,5450,334,430210,930,000,IMPROVEMENTS,Transfers
0,5450,334,430235,930,242,SW QUALITY PLAN,Transfers
113960,5450,334,430246,110,000,SALARIES AND WAGES,Transfers
0,5450,334,430246,130,000,OTHER,Transfers
57512,5450,334,430246,140,000,EMPLOYER CONTRIBUTIONS,Transfers
109,5450,334,430246,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
6500,5450,334,430246,220,000,OPERATING SUPPLIES,Transfers
7000,5450,334,430246,230,000,REPAIR/MAINTENANCE,Transfers
14486,5450,334,430246,235,000,VEHICLE REPAIR/MAINTENANCE,Transfers
0,5450,334,430246,345,000,GARBAGE,Transfers
14291,5450,334,430246,350,000,PROFESSIONAL SERVICES,Transfers
82107,5450,334,430246,360,000,REPAIR & MAINTENANCE,Transfers
0,5450,334,430246,660,000,LEASE PAYMENTS - INTEREST,Transfers
0,5450,334,430246,835,000,LEASE AMORTIZATION EXPENSE,Transfers
6225,5450,334,430890,220,000,OPERATING SUPPLIES,Transfers
1750,5450,334,430890,230,000,REPAIR/MAINTENANCE,Transfers
1750,5450,334,430890,231,000,GASOLINE,Transfers
4000,5450,334,430890,235,000,VEHICLE REPAIR/MAINTENANCE,Transfers
15350,5450,334,430890,345,000,GARBAGE,Transfers
15500,5450,334,430890,350,000,PROFESSIONAL SERVICES,Transfers
5000,5450,334,430890,380,000,TRAINING,Transfers
0,5450,334,431200,350,000,PROFESSIONAL SERVICES,Transfers
96000,5450,334,431200,360,000,LEVEE MAINTENANCE,Transfers
3160,5450,334,439000,220,000,OPERATING SUPPLIES,Transfers
50000,5450,334,439000,930,000,IMPROVEMENTS,Transfers
2947453,5450,334,439001,930,419,SOUTH HILLS IMPROVEMENTS,Transfers
1607327,5450,334,439002,930,419,GRANT CREEK REALIGNMENT,Transfers
190917,5450,334,439003,930,419,BITTERROOT OUTFALL IMPROVEMENTS,Transfers
0,5450,334,510400,830,000,DEPRECIATION,Transfers
0,5711,370,460000,145,000,OPEB CONTRIBUTION,Transfers
61792,6050,390,520800,350,000,PROFESSIONAL SERVICES,Transfers
6379148,6050,390,520800,351,000,INSURANCE CLAIMS,Transfers
98246,6050,390,520800,352,000,HEALTH PROGRAMS,Transfers
1286407,6050,390,520800,353,000,ADMINISTRATION EXPENDITURES,Transfers
15000,6050,390,520800,354,000,TRANSITIONAL REINSURANCE PROGRAM,Transfers
703443,7370,395,430266,110,000,SALARIES AND WAGES,Parking Commission
7234,7370,395,430266,120,000,OVERTIME,Parking Commission
0,7370,395,430266,130,000,OTHER,Parking Commission
0,7370,395,430266,135,000,OPEB EXPENSE,Parking Commission
313277,7370,395,430266,140,000,EMPLOYER CONTRIBUTIONS,Parking Commission
649,7370,395,430266,141,000,STATE RETIREMENT CONTRIBUTIONS,Parking Commission
0,7370,395,430266,145,000,OPEB CONTRIBUTION,Parking Commission
0,7370,395,430266,190,000,PENSION EXPENSE,Parking Commission
6500,7370,395,430266,210,000,OFFICE SUPPLIES,Parking Commission
24790,7370,395,430266,220,000,OPERATING SUPPLIES,Parking Commission
0,7370,395,430266,220,311,CLOTHING SUPPLIES,Parking Commission
22000,7370,395,430266,230,000,REPAIR/MAINTENANCE,Parking Commission
8735,7370,395,430266,231,000,GASOLINE,Parking Commission
7575,7370,395,430266,310,000,COMMUNICATIONS,Parking Commission
20000,7370,395,430266,320,000,PRINTING & DUPLICATING,Parking Commission
15723,7370,395,430266,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Parking Commission
202,7370,395,430266,340,000,WASTEWATER,Parking Commission
52500,7370,395,430266,341,000,ELECTRICITY & NATURAL GAS,Parking Commission
13988,7370,395,430266,343,000,WATER CHARGES,Parking Commission
0,7370,395,430266,343,717,MARKET ON FRONT WATER CHARGES,Parking Commission
9205,7370,395,430266,344,000,TELEPHONE SERVICE,Parking Commission
16938,7370,395,430266,345,000,GARBAGE,Parking Commission
0,7370,395,430266,345,717,GARBAGE,Parking Commission
303466,7370,395,430266,350,000,PROFESSIONAL SERVICES,Parking Commission
0,7370,395,430266,350,303,PROFESSIONAL SERVICES,Parking Commission
0,7370,395,430266,350,700,ACCOUNTING,Parking Commission
0,7370,395,430266,350,701,PROFESSIONAL SERVICES,Parking Commission
0,7370,395,430266,350,702,SECURITY FOR GARAGES,Parking Commission
0,7370,395,430266,350,703,STATE LICENSE INQUIRY,Parking Commission
118816,7370,395,430266,360,000,REPAIR & MAINTENANCE,Parking Commission
0,7370,395,430266,360,710,REPAIR & MAINTENANCE,Parking Commission
0,7370,395,430266,360,711,REPAIR & MAINTENANCE,Parking Commission
0,7370,395,430266,360,712,REPAIR & MAINTENANCE,Parking Commission
0,7370,395,430266,360,713,REPAIR & MAINTENANCE,Parking Commission
0,7370,395,430266,360,714,BANK ST/REPAIR & MAINTENANCE,Parking Commission
0,7370,395,430266,360,715,REPAIR & MAINTENANCE,Parking Commission
0,7370,395,430266,360,716,REPAIR & MAINTENANCE,Parking Commission
0,7370,395,430266,360,718,REPAIR & MAINTENANCE,Parking Commission
21000,7370,395,430266,370,000,TRAVEL,Parking Commission
15000,7370,395,430266,380,000,TRAINING,Parking Commission
233338,7370,395,430266,390,000,OTHER PURCHASED SERVICES,Parking Commission
0,7370,395,430266,390,044,JANITORIAL,Parking Commission
66700,7370,395,430266,500,000,FIXED CHARGES,Parking Commission
0,7370,395,430266,500,733,FIXED CHARGES,Parking Commission
0,7370,395,430266,500,734,FIXED CHARGES,Parking Commission
0,7370,395,430266,510,000,INSURANCE,Parking Commission
183282,7370,395,430266,610,000,LEASE/PRINCIPAL,Parking Commission
6945,7370,395,430266,620,000,LEASE INTEREST,Parking Commission
90700,7370,395,430266,700,000,GRANTS & CONTRIBUTIONS,Parking Commission
1483693,7370,395,430266,930,000,IMPROVEMENTS,Parking Commission
162742,7370,395,430266,940,000,MACHINERY & EQUIPMENT,Parking Commission
100000,7370,395,430268,230,000,REPAIR/MAINTENANCE,Parking Commission
140970,7370,395,430268,940,000,LPR & PARCS UPGRADES,Parking Commission
145100,7370,395,510110,550,000,MERCHANT SERVICE FEES,Parking Commission
0,7370,900,510000,830,000,DEPRECIATION,Unmapped
0,7371,395,490200,620,000,INTEREST / SERVICE FEES,Parking Commission
202325,7371,395,490201,620,000,INTEREST / SERVICE FEES,Parking Commission
305000,7372,395,490201,610,000,SERIES 2014 BOND-PRINCIPAL,Parking Commission
0,7373,395,430266,620,000,INTEREST / SERVICE FEES,Parking Commission
0,7373,900,510000,830,000,DEPRECIATION,Unmapped
266851,7375,395,430266,845,000,CONTINGENCY,Parking Commission
83347,7380,375,471210,345,000,GARBAGE,BID/TBID
302000,7380,375,471210,700,000,GRANTS & CONTRIBUTIONS,BID/TBID
0,7380,375,471240,350,000,PROFESSIONAL SERVICES - BID SAFETY,BID/TBID
1459992,7381,375,471210,390,000,OTHER PURCHASED SERVICES,BID/TBID
0,7383,385,470210,705,000,GRANT/CONTRIBUTION TO PUBLIC ENTITY,Transfers
100000,7383,385,470230,700,000,GRANTS & CONTRIBUTIONS,Transfers
791414,7383,385,470230,845,000,CONTINGENCY,Transfers
0,7385,385,470210,705,000,GRANT/CONTRIBUTION TO PUBLIC ENTITY,Transfers
0,7385,385,470230,350,000,PROFESSIONAL SERVICES,Transfers
444491,7385,385,470230,700,000,PROJECT EXPENSE-PUBLIC WORKS,Transfers
0,7385,385,470230,705,000,GRANT/CONTRIBUTION TO PUBLIC ENTITY,Transfers
1198829,7385,385,470230,845,000,CONTINGENCY,Transfers
0,7385,385,470230,930,000,IMPROVEMENTS,Transfers
25000,7385,385,470260,350,000,PROFESSIONAL SERVICES,Transfers
10750,7385,385,470260,700,000,PLANNING & MGMT/GRANTS & CONTRIBUTIONS,Transfers
166403,7385,385,470270,700,000,CLEARING & DEMO/GRANTS & CONTRIBUTIONS,Transfers
80000,7386,385,490200,610,000,PRINCIPAL,Transfers
58493,7386,385,490200,620,000,INTEREST / SERVICE FEES,Transfers
144355,7387,385,490200,610,000,PRINCIPAL,Transfers
17646,7387,385,490200,620,000,INTEREST / SERVICE FEES,Transfers
0,7389,385,490200,620,000,INTEREST / SERVICE FEES,Transfers
334000,7389,385,490210,610,000,PRINCIPAL,Transfers
92176,7389,385,490210,620,000,INTEREST / SERVICE FEES,Transfers
170000,7389,385,490230,610,000,PRINCIPAL,Transfers
78481,7389,385,490230,620,000,INTEREST / SERVICE FEES,Transfers
212716,7389,385,490231,610,000,PRINCIPAL,Transfers
87584,7389,385,490231,620,000,INTEREST / SERVICE FEES,Transfers
0,7392,385,470210,705,000,GRANT/CONTRIBUTION TO PUBLIC ENTITY,Transfers
174039,7392,385,470230,350,000,PROFESSIONAL SERVICES,Transfers
945174,7392,385,470230,700,000,GRANTS & CONTRIBUTIONS,Transfers
0,7392,385,470230,705,000,GRANT/CONTRIBUTION TO PUBLIC ENTITY,Transfers
4126606,7392,385,470230,845,000,CONTINGENCY,Transfers
2484707,7392,385,470230,930,000,IMPROVEMENTS,Transfers
100000,7392,385,470240,700,000,GRANTS & CONTRIBUTIONS,Transfers
10000,7392,385,470260,350,000,PROFESSIONAL SERVICES,Transfers
0,7392,385,470260,705,000,GRANT/CONTRIBUTION TO PUBLIC ENTITY,Transfers
221456,7392,385,470270,700,000,GRANTS & CONTRIBUTIONS,Transfers
668138,7393,385,470210,110,000,SALARIES AND WAGES,Transfers
5000,7393,385,470210,120,000,OVERTIME,Transfers
220901,7393,385,470210,140,000,EMPLOYER CONTRIBUTIONS,Transfers
647,7393,385,470210,141,000,STATE RETIREMENT CONTRIBUTIONS,Transfers
7800,7393,385,470210,210,000,OFFICE SUPPLIES,Transfers
3750,7393,385,470210,220,000,OPERATING SUPPLIES,Transfers
828,7393,385,470210,230,000,REPAIR/MAINTENANCE,Transfers
400,7393,385,470210,231,000,GASOLINE,Transfers
3398,7393,385,470210,240,000,OTHER SUPPLIES,Transfers
5800,7393,385,470210,310,000,COMMUNICATIONS,Transfers
3000,7393,385,470210,320,000,PRINTING & DUPLICATING,Transfers
3000,7393,385,470210,330,000,PUBLICITY SUBSCRIPTIONS & DUES,Transfers
1300,7393,385,470210,344,000,TELEPHONE SERVICE,Transfers
565,7393,385,470210,345,000,GARBAGE,Transfers
419822,7393,385,470210,350,000,PROFESSIONAL SERVICES,Transfers
6990,7393,385,470210,360,000,REPAIR & MAINTENANCE,Transfers
16500,7393,385,470210,370,000,TRAVEL,Transfers
9500,7393,385,470210,380,000,TRAINING,Transfers
500,7393,385,470210,390,000,OTHER PURCHASED SERVICES,Transfers
0,7393,385,470210,705,000,GRANT/CONTRIBUTION TO PUBLIC ENTITY,Transfers
101915,7393,385,470230,350,000,PROFESSIONAL SERVICES,Transfers
0,7393,385,470230,350,231,MRL PROPERTY - VCP - RP,Transfers
2653633,7393,385,470230,700,000,GRANTS & CONTRIBUTIONS,Transfers
9079291,7393,385,470230,845,000,CONTINGENCY,Transfers
2713497,7393,385,470230,930,000,IMPROVEMENTS,Transfers
50000,7393,385,470240,700,000,GRANTS & CONTRIBUTIONS,Transfers
813422,7393,385,470260,350,000,PROFESSIONAL SERVICES,Transfers
0,7393,385,470260,350,231,BROOKS ST TOD PLANNING GRANT,Transfers
574423,7393,385,470270,700,000,GRANTS & CONTRIBUTIONS,Transfers
3800,7393,385,479000,210,000,OFFICE SUPPLIES,Transfers
165000,7395,385,490200,610,000,5M SO RESERVE TRAIL CROSSING-PRINCIPAL,Transfers
175053,7395,385,490200,620,000,5M SO RESERVE TRAIL CROSSING-INT/FEES,Transfers
238000,7395,385,490202,610,000,PRINCIPAL,Transfers
253744,7395,385,490202,620,000,INTEREST / SERVICE FEES,Transfers
55000,7395,385,490204,610,000,1.6m Mary Ave W,Transfers
62245,7395,385,490204,620,000,1.6m Mary Ave W,Transfers
91757,7395,385,490207,610,000,2.6M MRL TAX EXEMPT 2018B,Transfers
97669,7395,385,490207,620,000,2.6M MRL TAX EXEMPT 2018B,Transfers
39748,7395,385,490208,610,000,1.2M MRL TAXABLE 2018A,Transfers
54932,7395,385,490208,620,000,1.2M MRL TAXABLE 2018A,Transfers
12730,7396,385,490602,610,000,SCOTT STREET VILLAGE PHASE 2 & 3,Transfers
18365,7396,385,490602,620,000,SCOTT STREET VILLAGE PHASE 2 & 3,Transfers
67000,7396,385,490603,610,000,PRINCIPAL,Transfers
46460,7396,385,490603,620,000,INTEREST / SERVICE FEES,Transfers
90691,7396,385,490604,610,000,2020A SCOTT ST PROPERTY PRINCIPAL,Transfers
115327,7396,385,490604,620,000,2020A SCOTT ST PROPERTY INTEREST,Transfers
84118,7396,385,490605,610,000,2020B SCOTT ST PROPERTY PRINCIPAL,Transfers
137420,7396,385,490605,620,000,2020B SCOTT ST PROPERTY INTEREST,Transfers
0,7397,385,470210,705,000,GRANT/CONTRIBUTION TO PUBLIC ENTITY,Transfers
1813931,7397,385,470230,700,000,GRANTS & CONTRIBUTIONS,Transfers
0,7397,385,470230,705,000,GRANT/CONTRIBUTION TO PUBLIC ENTITY,Transfers
1064046,7397,385,470230,845,000,CONTINGENCY,Transfers
305000,7397,385,470230,930,000,IMPROVEMENTS,Transfers
0,7397,385,470260,350,000,PROFESSIONAL SERVICES,Transfers
36600,7397,385,470270,700,000,GRANTS & CONTRIBUTIONS,Transfers
0,7397,385,470307,350,000,PROFESSIONAL SERVICES,Transfers
0,7397,385,470307,700,000,GRANTS & CONTRIBUTIONS,Transfers
0,7397,385,470308,350,000,PROFESSIONAL SERVICES,Transfers
0,7397,385,470308,700,000,GRANTS & CONTRIBUTIONS,Transfers
0,7398,385,470210,705,000,GRANT/CONTRIBUTION TO PUBLIC ENTITY,Transfers
20963,7398,385,470230,350,000,PROFESSIONAL SERVICES,Transfers
700000,7398,385,470230,700,000,GRANTS & CONTRIBUTIONS,Transfers
594440,7398,385,470230,845,000,CONTINGENCY,Transfers
190572,7398,385,470230,930,000,IMPROVEMENTS,Transfers
105500,7399,385,490200,610,000,PRINCIPAL,Transfers
41256,7399,385,490200,620,000,INTEREST,Transfers
122000,7401,385,490000,610,000,PRINCIPAL,Transfers
80930,7401,385,490000,620,000,INTEREST / SERVICE FEES,Transfers
33000,7402,385,490505,610,000,PRINCIPAL,Transfers
57647,7402,385,490505,620,000,INTEREST / SERVICE FEES,Transfers
8500,7402,385,490506,610,000,PRINCIPAL,Transfers
10718,7402,385,490506,620,000,INTEREST / SERVICE FEES,Transfers
109786,7402,385,490507,610,000,SERIES 2019 MERC PRINCIPAL,Transfers
130768,7402,385,490507,620,000,SERIES 2019 MERC INTEREST,Transfers
106000,7402,385,490508,610,000,2017c 3.26m Student Housing,Transfers
128574,7402,385,490508,620,000,2017c 3.26m Student Housing,Transfers
63025,7402,385,490511,610,000,PRINCIPAL,Transfers
35107,7402,385,490511,620,000,INTEREST / SERVICE FEES,Transfers
43079,7411,385,490201,610,000,PRINCIPAL,Transfers
51312,7411,385,490201,620,000,INTEREST / SERVICE FEES,Transfers
0,9000,900,510000,830,000,DEPRECIATION,Unmapped
0,9000,900,510000,900,000,ASSET DISPOSAL EXPENSE,Unmapped
0,9000,900,510360,810,000,LOSS ON SALE OF FIXED ASSETS,Unmapped
