fund,dept_no,activity,program_title_h8,requested_title_change_i9,department_h6,ftes_h36,personnel_g27,o&m_g28,debt_g29,grant_g30,transfers_g31,capital_g32,total_expenditures_g33,cost_recovery_e58_yn,cost_recovery_p24_percent,description_e12,additional_activities_e20,mandate_e41_yn,mandate_h41_entity,mandate_e43_descript,service_level_e47_yn,service_level_h47_entity,service_level_e49_descript,reliance_e53_level,reliance_e55_high_descript,strategic_goal_e64_yn,strategic_goal_e66_name,strategic_goal_e68_action_descript,strategic_goal_e74_additional_actions,strategic_goal_e80_2nd_additional_actions,trend_demand_e87_level,trend_demand_e89_descript,risk_e93_type,risk_e95_descript
7394,385,521010,TRANSFERS TO MRA,0,Transfers,7.0,0.0,0.0,0,0.0,4711845,0.0,4711845.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7397,385,470210,ADMINISTRATION,0,Transfers,7.0,0.0,0.0,0,0.0,125000,0.0,125000.0,No,0.0,"Administrative expenses are paid under the Administration category such as Personnel, Employer Contributions, PERS, Supplies, Purchased Services, Computer Equipment, Telephone, Garbage, Training, and Travel. This disrict makes a transfer to URD III for it's porportionate share of those Agency expenses.",0,Yes,Other Requirement,City Council created Missoula's first urban renewal district  (URD) with accompanying tax increment financing (TIF) funding mechanism and oversight Agency in 1978.,No,0,0,High,Lack of Readily Available alternatives,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sectors to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law in a way that could jeapardize MRA funding and it's ability to respond to our community's needs.
7398,385,470210,ADMINISTRATION,0,Transfers,7.0,0.0,0.0,0,0.0,125000,0.0,125000.0,No,1.0,"Administrative expenses are paid under the Administration category such as Personnel, Employer Contributions, PERS, Supplies, Purchased Services, Computer Equipment, Telephone, Garbage, Training, and Travel. This disrict makes a transfer to URD III for it's porportionate share of those Agency expenses.",0,Yes,Other Requirement,City Council created Missoula's first urban renewal district  (URD) with accompanying tax increment financing (TIF) funding mechanism and oversight Agency in 1978.,No,0,0,High,Lack of Readily Available alternatives,Yes,"Community Safety, Health and Well-Being",0,0,0,Demand for service is increasing,Missoula is growing. MRA is able to respond with flexibility to requests for partnerships with private and public sectors to address a variety of community needs.,Changes in the Operating Environment,There is always a risk that the legislature could change TIF law in a way that could jeapardize MRA funding and it's ability to respond to our community's needs.
7400,385,470210,ADMINISTRATION,see below,Transfers,7.0,0.0,0.0,0,0.0,1866114,0.0,1866114.0,No,1.0,Request to align this DS Clearing Fund with the other District Clearing Funds. Request to change or add account numbers to 7400.385.521009.XXX TRANSFERS TO DEBT SERVICE and 7400.385.521010.XXX TRANSFERS TO MRA and 7400.385.XXXXXX.XXX TRANSFERS TO SUBORDINATE LIEN,0,Yes,Other Requirement,Bond Resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7410,385,521009,TRANFERS TO DEBT SERVICE,0,Transfers,7.0,0.0,0.0,0,0.0,94391,0.0,94391.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond Resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
7410,385,521010,TRANSFERS TO MRA,0,Transfers,7.0,0.0,0.0,0,0.0,366496,0.0,366496.0,No,1.0,Bond Debt Service Requirements,0,Yes,Other Requirement,Bond Resolution,Yes,Bond holders,Federal IRS code and/or bond holders require certain funds be set up to meet debt service requirements.,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
4013,390,411120,ADMINISTRATION & CIVIL LAW,0,Attorney,0.0,0.0,0.0,0,0.0,0,143800.0,143800.0,No,0.0,"This activity accounts for the replacement of the City's Case Managment Database as approved by the FY2024 CIP.  This project will be financed by debt service, payable from the General Fund.",0,No,0,0,No,0,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
1000,390,450610,UNITED WAY CONTRIBUTION,Missoula Child Care Advantage Contribution,Community Based Organization,0.0,0.0,0.0,0,30000.0,0,0.0,30000.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,390,420500,PROTECTIVE INSPECTIONS,0,"Community Planning, Development, & Innovation",0.0,0.0,5000.0,0,0.0,0,0.0,5000.0,No,0.0,"This activity accounts for the reimbursement of the building account, for the building division inspectors time spent performing VRIP inspections, since they are not actual inspections associated with a permit that would fall under the traditional purview of a building department.",0,No,0,0,No,0,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
3091,390,490100,GO BONDS,Series 2012A General Obligation Bond,Debt Service,0.0,0.0,0.0,575170,0.0,0,0.0,575170.0,Yes,1.0,"This General Obligation bond was issued on 10/10/2012 with a par amount of $5,480,000, with a premium of $152,080.75.  The proceeds of this issuance were used to do a partial advanced refunding of Series 2004 General Obligation Bonds.  The final payment will be made on 07/01/2024.",0,Yes,Other Requirement,0,Yes,Bond holders,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
3092,390,490100,GO BONDS,Series 2013A General Obligation Bond,Debt Service,0.0,0.0,0.0,428704,0.0,0,0.0,428704.0,Yes,1.0,"This General Obligation bond was issued on 12/02/2013 with a par amount of $5,860,000.  The proceeds of this issuance were used for a current refunding of Series 2013 General Obligation Bonds.  The final payment will be made on 07/01/2026.",0,Yes,Other Requirement,0,Yes,Bond holders,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
3460,390,510100,SPECIAL ASSESSMENTS,Series 2007 Sidewalk & Curb Bonds,Debt Service,0.0,0.0,0.0,18250,0.0,0,0.0,18250.0,Yes,1.0,"This Special Assessment bond was issued on 08/30/2007 with a par amount of $920,000.  The proceeds of this issuance were used for Sidewalk and curb work on S. Higgins project 04-048, N. Higgins, project 04-052, Cedar project 05-034, Scott-Cooley project 05-046, 8th-9th Alley project 06-033, Cooley Alley 06-034, Plymouth Alley 06-035, and Misc. Sidewalk Curb Projects 06-050.  The final payment will be made on 07/01/2027.",0,Yes,Other Requirement,0,Yes,Bond holders,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
3461,390,510100,SPECIAL ASSESSMENTS,Series 2008A Sidewalk & Curb Bonds,Debt Service,0.0,0.0,0.0,12900,0.0,0,0.0,12900.0,Yes,1.0,"This Special Assessment bond was issued on 05/15/2008 with a par amount of $560,000.  The proceeds of this issuance were used for Sidewalk and curb work on Hickory Project 05-048, Hastings Alley project 07-051, and misc. projects 07-050.  The final payment will be made on 07/01/2028.",0,Yes,Other Requirement,0,Yes,Bond holders,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
3462,390,510100,SPECIAL ASSESSMENTS,Series 2009 Sidewalk & Curb Bonds,Debt Service,0.0,0.0,0.0,20260,0.0,0,0.0,20260.0,Yes,1.0,"This Special Assessment bond was issued on 08/10/2009 with a par amount of $645,000.  The proceeds of this issuance were used for Sidewalk and curb work on Oxford Project 05-054, Davis project 06-032, Slat St's project 07-071, and misc. projects 08-001.  The final payment will be made on 07/01/2029.",0,Yes,Other Requirement,0,Yes,Bond holders,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
3463,390,510100,SPECIAL ASSESSMENTS,Series 2010 Sidewalk & Curb Bonds,Debt Service,0.0,0.0,0.0,28800,0.0,0,0.0,28800.0,Yes,1.0,"This Special Assessment bond was issued on 07/01/2010 with a par amount of $885,000.  The proceeds of this issuance were used for Sidewalk and curb work on Rattlesnake Dr. project 07-040, Johnson-3rd to 11th project 07-042, Johnson - 14th North Project 07-044, 14th-Johnson-Eaton project 074-045, Lolo st project 08-004, Stephens Ave project 08-008, Slant St. Ph II project 08-043, Alley Paving project 09-037, and Misc. parcel project 09-001.  The final payment will be made on 07/01/2030.",0,Yes,Other Requirement,0,Yes,Bond holders,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
3464,390,510100,SPECIAL ASSESSMENTS,Series 2012 Sidewalk & Curb Bonds,Debt Service,0.0,0.0,0.0,47250,0.0,0,0.0,47250.0,Yes,1.0,"This Special Assessment bond was issued on 06/21/2012 with a par amount of $775,000.  The proceeds of this issuance were used for Sidewalk and curb work on University Area Ph III project 06-047, Express GN Latimer project 09-040, Slant St. Ph III project 09-057, E Broadway Ph I project 10-038, and Misc. parcel projects 10-001.  The final payment will be made on 07/01/2032.",0,0,Other Requirement,0,Yes,Bond holders,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
3465,390,510100,SPECIAL ASSESSMENTS,Series 2013 Sidewalk & Curb Bonds,Debt Service,0.0,0.0,0.0,30619,0.0,0,0.0,30619.0,Yes,1.0,"This Special Assessment bond was issued on 06/27/2013 with a par amount of $393,000.  The proceeds of this issuance were used for Sidewalk and curb work on Projects 10-019, 10-025, 10-033, 10-035, 10-036, 11-012, 11-018, and 12-001.  The final payment will be made on 07/01/2033.",0,Yes,Other Requirement,0,Yes,Bond holders,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
3466,390,510100,SPECIAL ASSESSMENTS,Series 2015A Sidewalk & Curb Bonds,Debt Service,0.0,0.0,0.0,43411,0.0,0,0.0,43411.0,Yes,1.0,"This Special Assessment bond was issued on 09/01/2015 with a par amount of $598,600, $252,200 of which were taxable bonds.  The proceeds of this issuance were used for Sidewalk and curb work on Projects 09-004, 12-017, 13-001, 10-027, 13-024 & 14-001.  The final payment will be made on 07/01/2035.",0,Yes,Other Requirement,0,Yes,Bond holders,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
3467,390,510100,SPECIAL ASSESSMENTS,Series 2016 Sidewalk & Curb Bonds,Debt Service,0.0,0.0,0.0,27586,0.0,0,0.0,27586.0,Yes,1.0,"This Special Assessment bond was issued on 05/15/2008 with a par amount of $342,685.  The proceeds of this issuance were used for Sidewalk and curb work on projects 13-019, 14-021, 14-028, 15-001, & 13-001.  The final payment will be made on 07/01/2036.",0,Yes,Other Requirement,0,Yes,Bond holders,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
3468,390,510100,SPECIAL ASSESSMENTS,Series 2017 Sidewalk and Curb Bonds,Debt Service,0.0,0.0,0.0,29948,0.0,0,0.0,29948.0,Yes,1.0,"This Special Assessment bond was issued on 10/31/2017 with a par amount of $364,013.  The proceeds of this issuance were used for Sidewalk and curb work on projects 14-029, 14-031, 15-015, 15-034, and 16-001.  The final payment will be made on 07/01/2037.",0,Yes,Other Requirement,0,Yes,Bond holders,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
3469,390,510100,SPECIAL ASSESSMENTS,Series 2018 Sidewalk & Curb Bonds,Debt Service,0.0,0.0,0.0,30558,0.0,0,0.0,30558.0,Yes,1.0,"This Special Assessment bond was issued on 08/10/18 with a par amount of $394,000.  The proceeds of this issuance were used for Sidewalk and curb work on projects 15-015, 15-016, and 17-001.  The final payment will be made on 07/01/2037.",0,Yes,Other Requirement,0,Yes,Bond holders,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
3532,390,510100,SPECIAL ASSESSMENTS,SID 532 - Maloney Ranch,Debt Service,0.0,0.0,0.0,26650,0.0,0,0.0,26650.0,Yes,1.0,"This Special Assessment bond was issued on 07/20/2005 with a par amount of $556,000 with interest rates between 3.5 and 5%.  The proceeds of this issuance were used for the Special Improvement District 532 - Maloney Ranch.  The final payment will be made on 07/01/2024.",0,Yes,Other Requirement,0,Yes,Bond holders,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
3533,390,510100,SPECIAL ASSESSMENTS,SID 533 -  Gilbert Sewer,Debt Service,0.0,0.0,0.0,17125,0.0,0,0.0,17125.0,Yes,1.0,"This Special Assessment bond was issued on 12/21/2005 with a par amount of $244,000, with an interest rate of 3.75%.  The proceeds of this issuance were used for the Special Improvement District 533 - Gilbert Sewer.  The final payment will be made on 07/01/2025.",0,Yes,Other Requirement,0,Yes,Bond holders,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
3534,390,510100,SPECIAL ASSESSMENTS,SID534 - Lincolnwood,Debt Service,0.0,0.0,0.0,17725,0.0,0,0.0,17725.0,Yes,1.0,"This Special Assessment bond was issued on 12/21/2005 with a par amount of $245,000, with an interest rate of 3.75%.  The proceeds of this issuance were used for the Special Improvement District 534 - Lincolnwood.  The final payment will be made on 07/01/2026.",0,Yes,Other Requirement,0,Yes,Bond holders,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
3536,390,510100,SPECIAL ASSESSMENTS,SID 536 - Lincolnwood Phase II,Debt Service,0.0,0.0,0.0,31075,0.0,0,0.0,31075.0,Yes,1.0,"This Special Assessment bond was issued on 09/21/06 with a par amount of $438,000, with an interest rate of 3.75%.  The proceeds of this issuance were used for the Special Improvement District 536 - Lincolnwood II.  The final payment will be made on 07/01/2026.",0,Yes,Other Requirement,0,Yes,Bond holders,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
3540,390,510100,SPECIAL ASSESSMENTS,SID 540 - England Boulevard,Debt Service,0.0,0.0,0.0,120293,0.0,0,0.0,120293.0,Yes,1.0,"This Special Assessment bond was issued on 10/25/2006 with a par amount of $1,570,000, with interest rates between 3.75% and 4.65%.  The proceeds of this issuance were used for the Special Improvement District 540 - England Boulevard.  The final payment will be made on 07/01/2027.",0,Yes,Other Requirement,0,Yes,Bond holders,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
